FY19,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT,FID
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,27456,1711
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,40608,1712
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Personnel Services,7135,Unemployment Compensation,228,1713
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Personnel Services,7175,Food-Clean-Car Allowance,2160,1714
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Supplies,7520,Supplies,3000,1715
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,8010,Contractual Services,70560,1716
FY19,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,55812,1717
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,8030,Administrative Services,4000,1718
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,8240,Fees,5000,1719
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,8265,Police-Investigation,30000,1720
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,8500,Telephone,9000,1721
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,9110,Other Travel & Training,6000,1722
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Other Services and Charges,9470,Employee Parking,1100,1723
FY19,Police,Police,Metropolitan Enforcement Team,4220 - Metropolitan Enforcement Team,2651,Metropolitan Enforcement Team,EXPENSE,Capital Outlays,9760,Equipment,5000,1724
FY19,Police,Police,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,EXPENSE,Capital Outlays,9760,Equipment,175500,1725
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7020,Full Time Employees,200157,1726
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,372097,1727
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7105,Employers FICA,43812,1728
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,42864,1729
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,7486,1730
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,45083,1731
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,8491,1732
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,21000,1733
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Other Services and Charges,9100,Professional Development,2184,1734
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Other Services and Charges,9150,Memberships,65,1735
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,750,1736
FY19,Public Library,Library,Circulation-Registration,1100 - Circulation-Registration,2710,Public Library Operating,EXPENSE,Capital Outlays,9800,Furniture,500,1737
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7020,Full Time Employees,260781,1738
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,67896,1739
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7105,Employers FICA,25148,1740
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,42864,1741
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,9815,1742
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,59054,1743
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,474,1744
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Other Services and Charges,8800,Community Promotion,21500,1745
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Other Services and Charges,9100,Professional Development,6655,1746
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Other Services and Charges,9150,Memberships,455,1747
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Other Services and Charges,9470,Employee Parking,1000,1748
FY19,Public Library,Library,Youth Services,1200 - Youth Services,2710,Public Library Operating,EXPENSE,Capital Outlays,9800,Furniture,3300,1749
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7020,Full Time Employees,360520,1750
FY19,Fiscal Services,General Administration,Subsidies,3000 - Subsidies,1010,General Fund Operating,EXPENSE,Other Financing,9951,Operating Trans Out-Subsidies,16596358,1751
FY19,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9130,Local Business Expense,250,1752
FY19,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,676800,1753
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,8505,Employee Phone Reimbursement,61150,1754
FY19,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,EXPENSE,Personnel Services,7165,Shift Differential,15300,1755
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7025,Acting Assignment,1000,1756
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7040,Temporary Noncontract Employees,242838,1757
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7105,Employers FICA,46213,1758
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,53580,1759
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,13496,1760
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,81278,1761
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,872,1762
FY19,Public Library,Library,General Reference,1500 - General Reference,2710,Public Library Operating,EXPENSE,Other Services and Charges,8800,Community Promotion,7300,1763
FY19,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9130,Local Business Expense,500,1764
FY19,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,5250,1765
FY19,Fiscal Services,Assessor,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,7118,1766
FY19,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,673027,1767
FY19,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,EXPENSE,Supplies,7520,Supplies,28000,1768
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,8510,Postage,8487,1769
FY19,Fiscal Services,Income Tax,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,1550,1770
FY19,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,990909,1771
FY19,Police,Dispatch,Administration,1000 - Administration,2610,Community Dispatch,EXPENSE,Supplies,7910,Subscriptions and Publications,1000,1772
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,7000,1773
FY19,Fiscal Services,Fiscal Services,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,9150,Memberships,3500,1774
FY19,Fiscal Services,General Administration,Subsidies,3000 - Subsidies,1010,General Fund Operating,EXPENSE,Other Financing,9955,Operating Trans-Misc,850000,1775
FY19,Police,Police,Investigations-Detective,4100 - Investigations-Detective,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,5148,1776
FY19,Police,Police,Administration,1000 - Administration,1010,General Fund Operating,EXPENSE,Other Services and Charges,8010,Contractual Services,144000,1777
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,9330,Software Maintenance Agreements,89700,1778
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,9340,Maintenance Service,388573,1779
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,9410,Equipment Rentals or Lease,40526,1780
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,38958,1781
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Capital Outlays,9760,Equipment,20200,1782
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Capital Outlays,9805,Computer Equipment,187500,1783
FY19,Police,Police,SSD-GSSB-General Support Servi,3130 - SSD-GSSB-General Support Servi,1010,General Fund Operating,EXPENSE,Capital Outlays,9840,Software,38500,1784
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,208521,1785
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,23969,1786
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,17778,1787
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,57600,1788
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,28734,1789
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,52673,1790
FY19,Police,Police,SSD-Staff Services,3200 - SSD-Staff Services,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,288,1791
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,544814,1792
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7050,Regular Hourly Rate,1020,1793
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,29174,1794
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,8335,1795
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,100800,1796
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,98333,1797
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,145145,1798
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,779,1799
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,158400,1800
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Other Services and Charges,9110,Other Travel & Training,220000,1801
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Other Services and Charges,9200,Electricity,4800,1802
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,62370,1803
FY19,Police,Police,SSD-Training Bureau,3300 - SSD-Training Bureau,1010,General Fund Operating,EXPENSE,Other Services and Charges,9440,Fleet Management Equipment Charges,3461,1804
FY19,Police,Police,SSD-Train-Mich Justice,3310 - SSD-Train-Mich Justice,2620,Michigan Justice Training,EXPENSE,Other Services and Charges,9110,Other Travel & Training,55000,1805
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7020,Full Time Employees,174549,1806
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7055,Time & One-half,18030,1807
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7105,Employers FICA,14741,1808
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7110,Hospitalization Insurance,43200,1809
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7115,Retiree Health Care-OPEB,24632,1810
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7120,Retirement Fund Contribution,43890,1811
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Personnel Services,7135,Unemployment Compensation,243,1812
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Supplies,7520,Supplies,1000,1813
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Other Services and Charges,8500,Telephone,44200,1814
FY19,Police,Police,SSD-Communications,3400 - SSD-Communications,1010,General Fund Operating,EXPENSE,Other Services and Charges,9200,Electricity,4500,1815
